X,TD_mean,TD_std,TD+NOV_mean,TD+NOV_std,TD+UNC_mean,TD+UNC_std,FULL_mean,FULL_std,MULT_mean,MULT_std,GATE_mean,GATE_std
1,0.6756908297538757,0.0315994955599308,0.6756963729858398,0.03159932419657707,0.6757379770278931,0.0315965972840786,0.6757434606552124,0.031596455723047256,0.6755574941635132,0.03159929811954498,0.6757351160049438,0.03159693256020546
2,0.5071114897727966,0.034824833273887634,0.5071152448654175,0.034823231399059296,0.5071955919265747,0.0348169207572937,0.5071985125541687,0.034816887229681015,0.5069350600242615,0.0348602756857872,0.5071873664855957,0.03481686860322952
3,0.29062387347221375,0.06156979128718376,0.2907356023788452,0.06141015514731407,0.29086288809776306,0.06141608580946922,0.2908651530742645,0.06141730397939682,0.2903873026371002,0.06157786399126053,0.29084834456443787,0.06141534075140953
4,0.10484062135219574,0.044680800288915634,0.10488508641719818,0.0446280911564827,0.1049276813864708,0.04464942216873169,0.1049414873123169,0.044643204659223557,0.10465371608734131,0.04465281590819359,0.10491864383220673,0.0446479432284832
5,0.05287223309278488,0.019882356747984886,0.05295296758413315,0.019932523369789124,0.052972037345170975,0.019939811900258064,0.05297218635678291,0.019940508529543877,0.05286442115902901,0.019701777026057243,0.05294228717684746,0.0199261587113142
6,0.07081986218690872,0.022052085027098656,0.07082076370716095,0.021922694519162178,0.07075638324022293,0.02206915058195591,0.07075323909521103,0.022069299593567848,0.06959854066371918,0.020046954974532127,0.0708218663930893,0.02198721654713154
7,0.05303352326154709,0.007373470813035965,0.05304407328367233,0.007360158488154411,0.0528624951839447,0.00721095921471715,0.05287483334541321,0.007218359503895044,0.053212493658065796,0.008020076900720596,0.05284282565116882,0.007265562657266855
8,0.10270416736602783,0.051667239516973495,0.10272350162267685,0.05166717618703842,0.10261289030313492,0.052108392119407654,0.1025351732969284,0.052150171250104904,0.10282962024211884,0.05107119679450989,0.10258430242538452,0.05214664712548256
9,0.05372227355837822,0.009567143395543098,0.05384872481226921,0.009641221724450588,0.05359172075986862,0.009442475624382496,0.053520310670137405,0.009411480277776718,0.05311356857419014,0.010104875080287457,0.05353822559118271,0.00941371638327837
10,0.07420271635055542,0.03884420543909073,0.07469044625759125,0.038483574986457825,0.07464449107646942,0.038025420159101486,0.07423761487007141,0.03842853754758835,0.0741191953420639,0.03876662626862526,0.07472248375415802,0.037996359169483185
11,0.09380047768354416,0.05674266442656517,0.0940714105963707,0.056557632982730865,0.09434497356414795,0.05620663985610008,0.09512469917535782,0.055740438401699066,0.09380768239498138,0.05153631791472435,0.09453489631414413,0.056067198514938354
12,0.10399998724460602,0.06583888828754425,0.10435964912176132,0.06568723917007446,0.10479690879583359,0.06711643934249878,0.10501579940319061,0.06628009676933289,0.1064627394080162,0.06797392666339874,0.10440392792224884,0.06733892112970352
13,0.10640059411525726,0.05329540744423866,0.10680137574672699,0.053259529173374176,0.10683075338602066,0.05165077745914459,0.10492201894521713,0.04757663607597351,0.09325627237558365,0.027541449293494225,0.10551397502422333,0.05178792029619217
14,0.15250316262245178,0.07721270620822906,0.1522645503282547,0.07713835686445236,0.15277962386608124,0.07767581194639206,0.15059472620487213,0.07818148285150528,0.18288740515708923,0.10252188891172409,0.1532762348651886,0.07841307669878006
15,0.2356622964143753,0.11938954144716263,0.2351137399673462,0.1201603040099144,0.23465871810913086,0.11998912692070007,0.23608458042144775,0.12064595520496368,0.21923604607582092,0.12734080851078033,0.23455309867858887,0.12010577321052551
16,0.15022939443588257,0.12754738330841064,0.1527060568332672,0.12617127597332,0.15324300527572632,0.12522946298122406,0.15512236952781677,0.12481654435396194,0.1539851576089859,0.12432663887739182,0.15046772360801697,0.12655022740364075
17,0.23656705021858215,0.12296619266271591,0.23679408431053162,0.12341465055942535,0.23506207764148712,0.12259988486766815,0.23380239307880402,0.12347833067178726,0.23244425654411316,0.106687992811203,0.2352907955646515,0.12200158089399338
18,0.18984976410865784,0.09509138017892838,0.1920638531446457,0.09192728996276855,0.19347965717315674,0.09340459853410721,0.19222959876060486,0.09170934557914734,0.1971258670091629,0.09373507648706436,0.18936140835285187,0.09839951246976852
19,0.23594161868095398,0.18763424456119537,0.23824651539325714,0.18783822655677795,0.23874810338020325,0.18575894832611084,0.2402941882610321,0.18286778032779694,0.2425140142440796,0.18406842648983002,0.23602092266082764,0.18484961986541748
20,0.2088683843612671,0.1147753968834877,0.21112065017223358,0.11661043018102646,0.21306581795215607,0.1140551045536995,0.2142416536808014,0.11259423941373825,0.2126408815383911,0.11605239659547806,0.20944154262542725,0.11037076264619827
21,0.15023502707481384,0.06626037508249283,0.15446937084197998,0.0646127462387085,0.14892926812171936,0.0671161338686943,0.14977113902568817,0.06715322285890579,0.14912277460098267,0.0679127648472786,0.14488811790943146,0.06893837451934814
22,0.19354744255542755,0.1674404889345169,0.19439271092414856,0.16956380009651184,0.1929256170988083,0.17105670273303986,0.2007485330104828,0.1691541224718094,0.1925300806760788,0.163660928606987,0.19180335104465485,0.16465812921524048
23,0.284929096698761,0.2592296898365021,0.2820107340812683,0.2615283131599426,0.2845270037651062,0.2589370608329773,0.2839696705341339,0.25957053899765015,0.286712646484375,0.26884540915489197,0.2839721143245697,0.25867506861686707
24,0.15491056442260742,0.10641545057296753,0.16111181676387787,0.10619204491376877,0.1593906283378601,0.1074225902557373,0.1558668315410614,0.10621488839387894,0.13183221220970154,0.08424471318721771,0.15576261281967163,0.10958848893642426
25,0.256252259016037,0.24424432218074799,0.2606249451637268,0.24214136600494385,0.2567588686943054,0.24031485617160797,0.25494134426116943,0.23627756536006927,0.25730404257774353,0.23946170508861542,0.2540491819381714,0.24458913505077362
26,0.14130926132202148,0.10883168131113052,0.14699387550354004,0.10703683644533157,0.14710843563079834,0.10355319082736969,0.1451619416475296,0.10460104793310165,0.13195040822029114,0.1057308241724968,0.14496251940727234,0.10383356362581253
27,0.1837334781885147,0.16323378682136536,0.18113704025745392,0.1623631864786148,0.18018637597560883,0.1595519632101059,0.17963138222694397,0.16035185754299164,0.22462201118469238,0.17855946719646454,0.18261560797691345,0.15885023772716522
28,0.36312609910964966,0.2570357024669647,0.3667874038219452,0.2646094858646393,0.3735719323158264,0.2644308805465698,0.36921393871307373,0.2600546181201935,0.32985180616378784,0.2709425687789917,0.37256187200546265,0.26491981744766235
