X,TD_mean,TD_std,TD+NOV_mean,TD+NOV_std,TD+UNC_mean,TD+UNC_std,FULL_mean,FULL_std,MULT_mean,MULT_std,GATE_mean,GATE_std
1,0.6756908297538757,0.0315994955599308,0.6756540536880493,0.031597480177879333,0.6743419766426086,0.03156046196818352,0.6743050813674927,0.03155847266316414,0.6787081956863403,0.0318448469042778,0.6744951009750366,0.03154958039522171
2,0.5071114897727966,0.034824833273887634,0.5071127414703369,0.034823328256607056,0.5061627626419067,0.034750137478113174,0.5061632394790649,0.03475023806095123,0.5085398554801941,0.035125985741615295,0.5062857270240784,0.03478504344820976
3,0.29062387347221375,0.06156979128718376,0.29073530435562134,0.06141014024615288,0.2902868390083313,0.06132456660270691,0.2902888059616089,0.061325784772634506,0.29081493616104126,0.06174618750810623,0.2903558611869812,0.06134248524904251
4,0.10484062135219574,0.044680800288915634,0.10488501936197281,0.04462803155183792,0.10482259094715118,0.04449085518717766,0.10483632981777191,0.04448458179831505,0.10470795631408691,0.04469074681401253,0.10483777523040771,0.04450202360749245
5,0.05287223309278488,0.019882356747984886,0.05295296758413315,0.01993253082036972,0.05303984880447388,0.019992034882307053,0.05304000899195671,0.01999274455010891,0.05288528650999069,0.01972176320850849,0.05300650745630264,0.019975049421191216
6,0.07081986218690872,0.022052085027098656,0.07082078605890274,0.021922698244452477,0.07087268680334091,0.022070087492465973,0.0708695575594902,0.022070245817303658,0.06962689757347107,0.020052723586559296,0.07092387974262238,0.021991632878780365
7,0.05303352326154709,0.007373470813035965,0.05304408073425293,0.007360154762864113,0.05299597978591919,0.007204720284789801,0.05300832539796829,0.0072120982222259045,0.05323456972837448,0.00801929272711277,0.05296113342046738,0.007261522579938173
8,0.10270416736602783,0.051667239516973495,0.10272349417209625,0.051667168736457825,0.1027190089225769,0.05207985267043114,0.10264094173908234,0.05212190002202988,0.10286493599414825,0.051084697246551514,0.10267679393291473,0.05212195962667465
9,0.05372227355837822,0.009567143395543098,0.05384873226284981,0.009641225449740887,0.053660131990909576,0.009453107602894306,0.05359051749110222,0.009423383511602879,0.053136058151721954,0.010113499127328396,0.053598593920469284,0.009419618174433708
10,0.07420271635055542,0.03884420543909073,0.07469044625759125,0.038483574986457825,0.07466746866703033,0.03803374245762825,0.07425796985626221,0.03843787685036659,0.07413725554943085,0.03877338394522667,0.07474328577518463,0.03800263628363609
11,0.09380047768354416,0.05674266442656517,0.0940714105963707,0.056557632982730865,0.09436365216970444,0.05623546615242958,0.09513747692108154,0.05577503517270088,0.09383387863636017,0.05153977870941162,0.09455808252096176,0.056093621999025345
